ORG_COPPER_NAME,ORG_COPPER_ID,ORG_WEBSITE,STAGE,COPPER_LINK,STATUS
Fabienne Chapot,49338495,fabiennechapot.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49338495,Open
Tjeu van de meulengraaf mensport,29019636,x,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/29019636,Won
LMC-Couplings Nv,52738030,lmc-couplings.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52738030,Won
VF EUROPE,52229319,vfc.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52229319,Open
Central Arovo Group,30813405,arovo.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/30813405,Won
EV Europe BV,58232265,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/58232265,Abandoned
Dutoit Europe B.V.,54514717,dutoiteu.com,5 - On-boarding (S+CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54514717,Won
Carlisle Construction Materials B.V.,50975005,ccm-europe.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50975005,Open
Bootman,40027977,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/40027977,Abandoned
RECTICEL NV,52067514,recticel.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/52067514,Open
Plixxent B.V.,50892659,plixxent.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50892659,Open
NNZ B.V.,11048488,nnz.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/11048488,Open
Ariza,54802157,ariza.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54802157,Abandoned
Fruit Masters,57623973,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57623973,Open
A&T Trading BVBA,52060868,geen,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52060868,Won
REV'IT! Sport International B.V.,30378116,NULL,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/30378116,Lost
VQP Group,13234042,vacqpack.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13234042,Abandoned
Howat,28045608,howat.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/28045608,Won
Aster Technology Holland B.V.,49953892,arrow.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/49953892,Abandoned
Dehaco B.V.,25424712,dehaco.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/25424712,Won
Scapa Belgium NV,52665648,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52665648,Abandoned
Jolipa BV,55698911,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/55698911,Open
Makethis & Launcthis,13206722,makethis.eu,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13206722,Lost
Mister Spex,58415978,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/58415978,Open
Royal Agrifirm Group,46823533,agrifirm.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46823533,Abandoned
Schaverij Lenzo,38160483,lenzo.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/38160483,Lost
Ariza,54802157,ariza.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54802157,Abandoned
SPS Europe,13218847,ps-europe.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13218847,Abandoned
VSR Rice,17778911,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/17778911,Open
Polyplastic B.V.,17534936,NULL,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/17534936,Open
HBB24,27899931,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27899931,Lost
Vida XL B.V.,13692298,vidaxl.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13692298,Open
Twentsche Kabelfabriek B.V.,19319083,tkf.eu,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/19319083,Abandoned
A Huitema,40533703,ahuitema.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40533703,Open
Gerretsen Trading B.V.,49616071,gerretsentrading.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49616071,Abandoned
Blueplanetsup,11574087,blueplanetsup.eu,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/11574087,Abandoned
Castle Line,38401463,castle-line.be,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/38401463,Abandoned
Aalberts International B.V.,50568267,aalberts.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50568267,Open
Capax B.V.,58030794,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/58030794,Open
Breetec International,47967970,breetec.eu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47967970,Lost
SPS Europe,13218847,ps-europe.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13218847,Lost
Tiny Miracles,33795991,tinymiracles.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33795991,Open
REV'IT! Sport International B.V.,30378116,NULL,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/30378116,Won
Ammeraal Beltech B.V.,49395941,ammega.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49395941,Abandoned
THE MUSIC ALLIANCE b.v.,32392033,tma-benelux.com,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/32392033,Won
Apple Bee outdoor furniture b.v.,16960914,applebee.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/16960914,Lost
Mercadex b.v.,18035887,mecadex.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/18035887,Abandoned
Pastoe,17092405,pastoe.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/17092405,Abandoned
SBGroup,27447032,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27447032,Abandoned
Brickfever,13220796,brickfever.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13220796,Abandoned
Task International B.V.,39263680,nineandco.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/39263680,Lost
ETK,11292496,etk.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/11292496,Abandoned
Cyklop Nederland B.V.,51137916,cyklop.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51137916,Abandoned
Haelvoet NV.,43714549,haelvoet.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/43714549,Lost
Hogewoning B.V.,46133996,hogewoning.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46133996,Won
Logiqs Agro B.V.,36037490,logiqs.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36037490,Won
Thermobile b.v.,22246145,thermobile.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22246145,Abandoned
Essity Nederland B.V.,44951791,essity.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/44951791,Abandoned
ElBeka Electro B.V.,50072718,edy.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/50072718,Abandoned
Fruvo,57623959,fruvo.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57623959,Open
Solairc,20408910,olairc.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/20408910,Lost
Commaxx International N.V.,58290554,commaxx.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/58290554,Open
Schering & Inslag,50060913,scheringinslag.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/50060913,Lost
De Meester NV,39784949,demeesternv.be,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/39784949,Abandoned
Trinity Trade B.V.,56407246,trinitymeat.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56407246,Open
Incotex Zaanstad B.V.,43153576,incotex.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/43153576,Lost
LyondellBasell Industries Holdings B.V,47002718,lyondellbasel.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47002718,Open
VDL Agrotech B.V.,33724770,vdlagrotech.nl,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33724770,Open
Banden AXI,55076545,NULL,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55076545,Won
ALT Technologies,51014144,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51014144,Abandoned
Heutink International B.V.,30466541,heutink.com/in,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30466541,Won
hobrand algebra,13694395,hobrand-algebra.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13694395,Abandoned
Bo-Sch Group B.V.,40445410,bo-sch-group.de,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40445410,Won
Euramax Coated Products b.v.,49363150,euramax.eu,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/49363150,Open
Centralpoint.nl,50811198,centralpoint.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50811198,Abandoned
Santens,37355530,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37355530,Lost
Nedupack Thermoforming B.V.,44788655,nedupack.com/nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/44788655,Open
Sfeer.nl,50967465,sfeer.nl/?SID=4dcaa9b8982e89fbd188900d85374a75,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50967465,Open
Habitat Solutions,33726722,habitatsolutions.eu,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/33726722,Abandoned
Houtcomposietdiscount.nl,51548698,houtcomposietdiscount.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51548698,Won
Butcher of Blue,33971735,butcherofblue.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33971735,Abandoned
SMIDT - IMEX,38909008,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/38909008,Abandoned
Leukvanlieke,11572198,milupo.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/11572198,Lost
Hogewoning B.V.,46133996,hogewoning.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46133996,Open
ProfiNRG,11292511,profinrg.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/11292511,Open
Ayurvedacompany,13110505,ayurvedacompany.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13110505,Lost
Wurfbain Polymer,38554550,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/38554550,Open
EDC Retail B.V.,48465519,edc.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/48465519,Abandoned
Heineken,46703909,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46703909,Open
Accu Company,31322154,accu-company.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/31322154,Lost
Future Pipe Industries B.V.,50921833,futurepipe.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50921833,Open
Cargo King,55117988,NULL,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55117988,Lost
Transmare Chemie NV,54148896,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54148896,Open
Dalalia Capital,55407464,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55407464,Abandoned
Sibel Lighting,53862250,NULL,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/53862250,Won
Royal Blue Avenue B.V.,47222330,royalblueavenue.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/47222330,Open
VDL Agrotech B.V.,33724770,vdlagrotech.nl,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33724770,Open
Eurol B.V.,47611084,eurol.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/47611084,Abandoned
Van der Ent Group,48185682,vanderentgroup.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/48185682,Lost
Draaijer Turbo Services B.V.,55700539,draaijerturboservice.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/55700539,Abandoned
The Surgical Company B.V.,52140494,surgcomp.com/en,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52140494,Open
Sofidel Benelux,44769484,ofidel.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44769484,Lost
Velleman,44769491,velleman.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44769491,Open
Enza Zaden B.V.,52613131,enzazaden.com/nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52613131,Open
De Muynck,40575150,demuynck.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40575150,Lost
O'Neill Europe B.V.,36970037,oneill.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/36970037,Open
Motorwerk,13669734,motorwerk.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13669734,Lost
Service Best International B.V.,37334167,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37334167,Open
Asis Chairs Europe B.V.,34346149,asis-chairs.eu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34346149,Open
Sabre Nederland b.v.,36291555,sabrenl.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36291555,Open
Van der Leeden Mandwerk BV,42953093,manden.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/42953093,Lost
Domest Import Export B.V.,40027668,domest.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/40027668,Open
BYK Netherlands B.V.,50811128,byk.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50811128,Abandoned
Trelleborg Pipe Seals Lelystad B.V.,32679837,trelleborg.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/32679837,Abandoned
Denys NV,52862420,NULL,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52862420,Won
edilon)(sedra B.V.,50862577,edilonsedra.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50862577,Lost
Dieseko group b.v.,14125065,diesekogroup.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/14125065,Abandoned
